,Author,Year,Journal,Title,Abstract,DOI,exclude_duplicate_study,Link,Extracted by,Included,Reason for exclusion,Animal model,Species,Strain,Sex,Age,Tested drug(s),Comparator,Outcome,Total number of animals,Treatment regimen,EAE_1_drug_mean,EAE_1_drug_n,EAE_1_drug_var,EAE_1_con_mean,EAE_1_con_n,EAE_1_con_var,EAE_1_data_type,MRI_1_drug_mean,MRI_1_drug_n,MRI_1_drug_var,MRI_1_con_mean,MRI_1_con_n,MRI_1_con_var,MRI_1_data_type,MRI Outcome...36,Comment,Tested drug 2,Outcome drug 2,Treatment regimen drug 2...67,EAE_2_drug_mean,EAE_2_drug_n,EAE_2_drug_var,EAE_2_con_mean,EAE_2_con_n,EAE_2_con_var,EAE_2_data_type,...75,Tested drug 3,Treatment regimen drug 2...77,EAE_3_drug_mean,EAE_3_drug_n,EAE_3_drug_var,EAE_3_con_mean,EAE_3_con_n,EAE_3_con_var,EAE_3_data_type,...85,MRI_2_drug_mean,MRI_2_drug_n,MRI_2_drug_var,MRI_2_con_mean,MRI_2_con_n,MRI_2_con_var,MRI_2_data_type,MRI Outcome...93,...94,MRI_3_drug_mean,MRI_3_drug_n,MRI_3_drug_var,MRI_3_con_mean,MRI_3_con_n,MRI_3_con_var,MRI_3_data_type,MRI Outcome...102,MRI_4_drug_mean,MRI_4_drug_n,MRI_4_drug_var,MRI_4_con_mean,MRI_4_con_n,MRI_4_con_var,MRI_4_data_type,MRI Outcome...110,Species_in_study,status,status2
11,"Aharoni, R. and Eilam, R. and Lerner, S. and Shavit-Stein, E. and Dori, A. and Chapman, J. and Arnon, R.",2021,Int J Mol Sci,Neuroprotective Effect of Glatiramer Acetate on Neurofilament Light Chain Leakage and Glutamate Excess in an Animal Model of Multiple Sclerosis,"Axonal and neuronal pathologies are a central constituent of multiple sclerosis (MS) and its animal model, experimental autoimmune encephalomyelitis (EAE), induced by the myelin oligodendrocyte glycoprotein (MOG) 35-55 peptide. In this study, we investigated neurodegenerative manifestations in chronic MOG 35-55 induced EAE and the effect of glatiramer acetate (GA) treatment on these manifestations. We report that the neuronal loss seen in this model is not attributed to apoptotic neuronal cell death. In EAE-affected mice, axonal damage prevails from the early disease phase, as revealed by analysis of neurofilament light (NFL) leakage into the sera along the disease duration, as well as by immunohistological examination. Elevation of interstitial glutamate concentrations measured in the cerebrospinal fluid (CSF) implies that glutamate excess plays a role in the damage processes inflicted by this disease. GA applied as a therapeutic regimen to mice with apparent clinical symptoms significantly reduces the pathological manifestations, namely apoptotic cell death, NFL leakage, histological tissue damage, and glutamate excess, thus corroborating the neuroprotective consequences of this treatment.",10.3390/ijms222413419,no,NA,IEB,1,NA,EAE,mouse,C57BL/6,female,10,Glatiramer acetate,control,1,NA,2,0,5,0,3.3,3,0.2,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mouse,Marketed,NA
12,"Aharoni, R. and Eilam, R. and Schottlender, N. and Radomir, L. and Leistner-Segal, S. and Feferman, T. and Hirsch, D. and Sela, M. and Arnon, R.",2020,J Neuroimmunol,Glatiramer acetate increases T- and B -regulatory cells and decreases granulocyte-macrophage colony-stimulating factor (GM-CSF) in an animal model of multiple sclerosis,"To identify the mechanisms relevant for the therapeutic effect of glatiramer acetate (GA), we studied T- and B- regulatory cells as well as GM-CSF expression in mice recovered from experimental autoimmune encephalomyelitis (EAE). Selective depletion of Tregs reduced but did not eliminate the ability of GA to ameliorate EAE, indicating a role for additional immune-subsets. The prevalence of Bregs in the periphery and the CNS of EAE-mice increased following GA-treatment. Furthermore, GA downregulated the pathological expression of GM-CSF, on both the protein and mRNA levels. These findings corroborate the broad immunomodulatory mechanism of action of GA in EAE/MS.",10.1016/j.jneuroim.2020.577281,no,NA,IEB,1,NA,EAE,mouse,C57BL/6,female,10,Glatiramer acetate,control,1,NA,"1,2",0.8,18,0.25,3.3,26,0.1,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mouse,Marketed,NA
13,"Aharoni, R. and Eilam, R. and Stock, A. and Vainshtein, A. and Shezen, E. and Gal, H. and Friedman, N. and Arnon, R.",2010,J Neuroimmunol,Glatiramer acetate reduces Th-17 inflammation and induces regulatory T-cells in the CNS of mice with relapsing-remitting or chronic EAE,"The aim of this study was to identify cell populations relevant to pathogenesis and repair within the injured CNS in mice that recovered from experimental autoimmune encephalomyelitis (EAE). We demonstrate that in two EAE models, with either relapsing-remitting or chronic course, T-cells and resident activated microglia manifested extensive IL-17 expression, with apparent localization within regions of myelin loss. In mice treated with glatiramer acetate (GA, Copaxone), even when treatment started after disease exacerbation, CNS inflammation and Th-17 occurrence were drastically reduced, with parallel elevation in T-regulatory cells, indicating the immunomodulatory therapeutic consequences of GA treatment in situ.",10.1016/j.jneuroim.2010.04.022,no,NA,IEB,1,NA,EAE,mouse,C57BL/6,female,10,Glatiramer acetate,control,1,NA,"1,2",1,8,NA,4.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No variance shown in graph --> ""The results depict averaged clinical score of one representative experiment from 5 to 6 performed for each model.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mouse,Marketed,NA
14,"Aharoni, R. and Herschkovitz, A. and Eilam, R. and Blumberg-Hazan, M. and Sela, M. and Bruck, W. and Arnon, R.",2008,Proc Natl Acad Sci U S A,Demyelination arrest and remyelination induced by glatiramer acetate treatment of experimental autoimmune encephalomyelitis,"The interplay between demyelination and remyelination is critical in the progress of multiple sclerosis (MS) and its animal model, experimental autoimmune encephalomyelitis (EAE). In the present study, we explored the capacity of glatiramer acetate (GA, Copaxone) to affect the demyelination process and/or lead to remyelination in mice inflicted by chronic EAE, using both scanning electron microscopy and immunohistological methods. Spinal cords of untreated EAE mice revealed substantial demyelination accompanied by tissue destruction and axonal loss. In contrast, in spinal cords of GA-treated mice, in which treatment started concomitantly with disease induction (prevention), no pathology was observed. Moreover, when treatment was initiated after the appearance of clinical symptoms (suppression) or even in the chronic disease phase (delayed suppression) when substantial demyelination was already manifested, it resulted in a significant decrease in the pathological damage. Detection of oligodendrocyte progenitor cells (OPCs) expressing the NG2 or O4 markers via colocalization with the proliferation marker BrdU indicated their elevated levels in spinal cords of GA-treated mice. The mode of action of GA in this system is attributed to increased proliferation, differentiation, and survival of OPCs along the oligodendroglial maturation cascade and their recruitment into injury sites, thus enhancing repair processes in situ.",10.1073/pnas.0804632105,no,NA,IEB,1,NA,EAE,mouse,YFP 2.2,NA,NA,Glatiramer acetate,control,1,NA,"1,2",0,6,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mouse,Marketed,NA
15,"Aharoni, R. and Meshorer, A. and Sela, M. and Arnon, R.",2002,J Neuroimmunol,Oral treatment of mice with copolymer 1 (glatiramer acetate) results in the accumulation of specific Th2 cells in the central nervous system,"Mucosal administration of copolymer 1 (Cop 1, Copaxone(R), glatiramer acetate) suppresses experimental autoimmune encephalomyelitis (EAE), and is currently tested for its efficacy in the treatment of multiple sclerosis (MS). Here we demonstrate that oral treatment with Cop 1 induces, in mice, specific Th2 cells in the central nervous system (CNS), as manifested by their isolation from brains of actively sensitized Cop 1-fed mice, as well as, by the localization of orally induced Cop 1 specific suppressor cells in the brain, after their passive transfer to the periphery. Feeding with Cop 1 results in the accumulation in the CNS of cells that secrete Th2 cytokines in response to either Cop 1 or the autoantigen myelin basic protein (MBP), even in Th1 shifting environment, which consequently would lead to therapeutic effect in the MS diseased organ.",10.1016/s0165-5728(02)00053-x,no,NA,IEB,1,NA,EAE,mouse,(SJLxBALB/c)F1,female,12,Glatiramer acetate,control,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mouse,Marketed,NA
16,"Aharoni, R. and Sasson, E. and Blumenfeld-Katzir, T. and Eilam, R. and Sela, M. and Assaf, Y. and Arnon, R.",2013,Exp Neurol,Magnetic resonance imaging characterization of different experimental autoimmune encephalomyelitis models and the therapeutic effect of glatiramer acetate,"The roles of inflammation and degeneration as well as of gray matter abnormalities in multiple sclerosis (MS) and its animal model experimental autoimmune encephalomyelitis (EAE) are controversial. We analyzed the pathological manifestations in two EAE models, the chronic oligodendrocyte glycoprotein (MOG)-induced versus the relapsing-remitting proteolipid protein (PLP)-induced, along the disease progression, using advanced magnetic resonance imaging (MRI) parameters. The emphasis of this study was the overall assessment of the whole brain by histogram analysis, as well as the detection of specific affected regions by voxel based analysis (VBA) using quantitative T2, magnetization transfer ratio (MTR) and diffusion tensor imaging (DTI). Brains of EAE-inflicted mice from both models revealed multiple white and gray matter areas with significant changes from na<c3><af>ve mice for all MRI parameters. Ventricle swelling was more characteristic to the PLP-induced model. Decreased MTR values and increased apparent diffusion coefficient (ADC) were observed mainly in MOG-induced EAE, indicative of macromolecular loss and structural CNS damage involvement in the chronic disease. The MS drug glatiramer acetate (GA), applied either as prevention or therapeutic treatment, affected all the MRI pathological manifestations, resulting in reduced T2 values and ventricle volume, elevated MTR and decreased ADC, in comparison to untreated EAE-inflicted mice. In accord, immunohistochemical analysis indicated less histological damage and higher amount of proliferating oligodendrocyte progenitor cells after GA treatment. The higher brain tissue integrity reflected by the MRI parameters on the level of the whole brain and in specific regions supports the in situ anti-inflammatory and neuroprotective consequences of GA treatment.",10.1016/j.expneurol.2012.11.004,no,NA,IEB,1,NA,EAE,mouse,C57BL/6,female,10,Glatiramer acetate,control,1,NA,"1,2",2,8,0.6,4.1,8,0.25,"mean, SEM",40,8,1,43.5,8,1.2,mean,T2,"MRI: several brain regions were analyzed, only region with highest effect size was extracted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,8,0.06,0.96,8,0.06,mean,ADC,NA,0.245,8,0.005,0.175,8,0.02,mean,MTR,NA,NA,NA,NA,NA,NA,NA,NA,mouse,Marketed,NA
17,"Aharoni, R. and Schottlender, N. and Bar-Lev, D. D. and Eilam, R. and Sela, M. and Tsoory, M. and Arnon, R.",2019,Sci Rep,Cognitive impairment in an animal model of multiple sclerosis and its amelioration by glatiramer acetate,"The severe motor impairment in the MS animal model experimental autoimmune encephalomyelitis (EAE) obstructs the assessment of cognitive functions. We developed an experimental system that evaluates memory faculties in EAE-affected mice, irrespective of their motor performance, enabling the assessment of cognitive impairments along the disease duration, the associated brain damage, and the consequences of glatiramer acetate (GA) treatment on these manifestations. The delayed-non-matching to sample (DNMS) T-maze task, testing working and long term memory was adapted and utilized. Following the appearance of clinical manifestations task performances of the EAE-untreated mice drastically declined. Cognitive impairments were associated with disease severity, as indicated by a significant correlation between the T-maze performance and the clinical symptoms in EAE-untreated mice. GA-treatment conserved cognitive functions, so that despite their exhibited mild motor impairments, the treated mice performed similarly to na<c3><af>ve controls. The cognitive deficit of EAE-mice coincided with inflammatory and neurodegenerative damage to the frontal cortex and the hippocampus; these damages were alleviated by GA-treatment. These combined findings indicate that in addition to motor impairment, EAE leads to substantial impairment of cognitive functions, starting at the early stages and increasing with disease aggravation. GA-treatment, conserves cognitive capacities and prevents its disease related deterioration.",10.1038/s41598-019-40713-4,no,NA,IEB,1,NA,EAE,mouse,C57BL/6,NA,9,Glatiramer acetate,control,1,NA,1,1.75,13,NA,3.1,12,NA,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mouse,Marketed,NA
18,"Aharoni, R. and Teitelbaum, D. and Leitner, O. and Meshorer, A. and Sela, M. and Arnon, R.",2000,Proc Natl Acad Sci U S A,Specific Th2 cells accumulate in the central nervous system of mice protected against experimental autoimmune encephalomyelitis by copolymer 1,"This study addresses the issue of the effect of immunomodulating therapies in the target organ-the central nervous system (CNS)-in the case of multiple sclerosis. Copolymer 1 (Cop 1, Copaxone, glatiramer acetate), an approved drug for the treatment of multiple sclerosis, is a potent inducer of Th2 regulatory cells in both mice and humans. Highly reactive Cop 1-specific T cell lines that secrete IL-4, IL-5, IL-6, IL-10, and transforming growth factor-beta in response to Cop 1 and crossreact with myelin basic protein (MBP) at the level of Th2 cytokine secretion were established from both brains and spinal cords of Cop 1-treated mice. In contrast, no reactivity to the control antigen lysozyme could be obtained in lymphocytes isolated from CNS of mice injected with lysozyme. Adoptively transferred labeled Cop 1-specific suppressor cells were found in brain sections 7 and 10 days after their injection to the periphery, whereas lysozyme-specific cells were absent in the CNS. Hence, Cop 1-induced Th2 cells cross the blood-brain barrier and accumulate in the CNS, where they can be stimulated in situ by MBP and thereby exert therapeutic effects in the diseased organ. This therapeutic effect was manifested, in brains of experimental autoimmune encephalomyelitis-induced mice, by a decrease in the inflammatory cytokine interferon-gamma and by secretion of the anti-inflammatory cytokine IL-10 in response to the autoantigen MBP.",10.1073/pnas.97.21.11472,no,NA,IEB,1,NA,EAE,mouse,(SJLxBALB/c)F1,female,12,Glatiramer acetate,control,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mouse,Marketed,NA
19,"Aharoni, R. and Vainshtein, A. and Stock, A. and Eilam, R. and From, R. and Shinder, V. and Arnon, R.",2011,J Autoimmun,Distinct pathological patterns in relapsing-remitting and chronic models of experimental autoimmune enchephalomyelitis and the neuroprotective effect of glatiramer acetate,"The respective roles of inflammatory and neurodegenerative processes in the pathology of multiple sclerosis (MS) and in its animal model experimental autoimmune encephalomyelitis (EAE) are controversial. Novel treatment strategies aim to operate within the CNS to induce neuroprotection and repair processes in addition to their anti-inflammatory properties. In this study we analyzed and compared the in situ pathological manifestations of EAE utilizing two different models, namely the relapsing-remitting PLP-induced and the chronic MOG-induced diseases. To characterize pathological changes, both transmission electron microscopy (TEM) and immunohistochemistry were employed. The effect of the approved MS drug glatiramer acetate (GA, Copaxone) on myelin damage/repair and on motor neuron loss/preservation was studied in both EAE models. Ultrastructural spinal cord analysis revealed multiple white matter damage foci, with different patterns in the two EAE models. Thus, the relapsing-remitting model was characterized mainly by widespread myelin damage and by remyelinating fibers, whereas in the chronic model axonal degeneration was more prevalent. Loss of lower motor neurons was manifested only in mice with chronic MOG-induced disease. In the GA-treated mice, smaller lesions, increased axonal density and higher prevalence of normal appearing axons were observed, as well as decreased demyelination and degeneration. Furthermore, quantitative analysis of the relative remyelination versus demyelination, provides for the first time evidence of significant augmentation of remyelination after GA treatment. The loss of motor neurons in GA-treated mice was also reduced in comparison to that of EAE untreated mice. These effects were obtained even when GA treatment was applied in a therapeutic schedule, namely after the appearance of clinical symptoms. Hence, the remyelination and neuronal preservation induced by GA are in support of the neuroprotective consequences of this treatment.",10.1016/j.jaut.2011.06.003,no,NA,IEB,1,NA,EAE,mouse,(SJLxBALB/c)F1,female,10,Glatiramer acetate,control,1,NA,"1,2",0,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C57BL/6 mice for chronic EAE model, (SJL/JxBALB/c)F1 mice for relapsing-remitting EAE model. very small number of animals used? (unclear)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mouse,Marketed,NA
20,"Airas, L. and Dickens, A. M. and Elo, P. and Marjam<c3><a4>ki, P. and Johansson, J. and Eskola, O. and Jones, P. A. and Trigg, W. and Solin, O. and Haaparanta-Solin, M. and Anthony, D. C. and Rinne, J.",2015,J Nucl Med,In vivo PET imaging demonstrates diminished microglial activation after fingolimod treatment in an animal model of multiple sclerosis,"There is a great need for the monitoring of microglial activation surrounding multiple sclerosis lesions because the activation of microglia is thought to drive widespread neuronal damage. Recently, second-generation PET radioligands that can reveal the extent of microglial activation by quantifying the increased expression of the 18-kDa translocator protein have been developed. Here, we investigate whether PET imaging can be used to demonstrate the reduction in microglial activation surrounding a chronic focal multiple sclerosis (MS)-like lesion after treatment with fingolimod, an established MS therapy. METHODS: Chronic focal experimental autoimmune encephalitis (EAE)-like lesions were induced in Lewis rats (n = 24) via stereotactic intrastriatal injection of heat-killed bacillus Calmette-Gu<c3><a9>rin (BCG) and subsequent activation using an intradermal injection of BCG in complete Freund adjuvant. This process resulted in a delayed-type hypersensitivity (DTH)-like EAE lesion. The extent of neuroinflammation surrounding the lesion was measured using (18)F-GE180 as a PET radioligand. The imaging was performed before and after treatment with fingolimod (0.3 mg/kg/d by mouth, 28 d) or vehicle as a control. In addition to imaging, autoradiography and immunohistochemistry experiments were performed to verify the in vivo results. RESULTS: The chronic DTH EAE lesion led to increased ligand binding in the ipsilateral, compared with contralateral, hemisphere when PET imaging was performed with the translocator protein-binding radioligand (18)F-GE180. Treatment with fingolimod led to a highly significant reduction in the binding potential, which could be demonstrated using both in vivo and ex vivo imaging (fingolimod vs. vehicle treatment, P < 0.0001). The area of increased (18)F-GE180 signal mapped closely to the area of activated microglial cells detected by immunohistochemistry. CONCLUSION: PET imaging, unlike MR imaging, can be used to visualize the microglial activation surrounding a chronic DTH EAE lesion. Importantly, the treatment effect of fingolimod can be monitored in vivo by measuring the degree of microglial activation surrounding the chronic DTH EAE lesion. This work gives promise for the introduction of new outcome measures applicable in treatment studies of progressive MS.",10.2967/jnumed.114.149955,no,NA,IEB,1,NA,EAE,rat,Lewis,male,NA,Fingolimod,control,1,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rat,Marketed,NA
21,"Aizman, E. and Mor, A. and Chapman, J. and Assaf, Y. and Kloog, Y.",2010,J Neuroimmunol,The combined treatment of Copaxone and Salirasib attenuates experimental autoimmune encephalomyelitis (EAE) in mice,"EAE is a common animal model for multiple sclerosis (MS). Immunomodulatory treatments such as glatiramer acetate (GA, Copaxone) are beneficial in EAE but are not universally effective in the clinic. The Ras inhibitor farnesylthiosalycylic acid (FTS, Salirasib), efficiently ameliorate EAE as well. Here we demonstrate a synergistic beneficial effect of the combined GA and FTS treatment on EAE; 22.5% of the combined-treatment mice developed disease compared to 87.5%, 77.5% and 82.5% of mice treated with vehicle, GA and FTS, respectively, results supported by MRI, histological, immunological and biochemical data. Such a combined treatment may improve clinical outcome in MS patients.",10.1016/j.jneuroim.2010.08.022,no,NA,IEB,1,NA,EAE,mouse,C57BL/6,female,8,Glatiramer acetate,control,1,NA,1,1.2,30,0.2,2.5,30,0.7,mean,NA,NA,NA,NA,NA,NA,NA,NA,"only spinal cord MRI data, therefore not included here",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mouse,Marketed,NA
22,"Aktas, O. and Prozorovski, T. and Smorodchenko, A. and Savaskan, N. E. and Lauster, R. and Kloetzel, P. M. and Infante-Duarte, C. and Brocke, S. and Zipp, F.",2004,J Immunol,Green tea epigallocatechin-3-gallate mediates T cellular NF-kappa B inhibition and exerts neuroprotection in autoimmune encephalomyelitis,"Recent studies in multiple sclerosis and its animal model, experimental autoimmune encephalomyelitis (EAE), point to the fact that even in the early phase of inflammation, neuronal pathology plays a pivotal role in the sustained disability of affected individuals. We show that the major green tea constituent, (-)-epigallocatechin-3-gallate (EGCG), dramatically suppresses EAE induced by proteolipid protein 139-151. EGCG reduced clinical severity when given at initiation or after the onset of EAE by both limiting brain inflammation and reducing neuronal damage. In orally treated mice, we found abrogated proliferation and TNF-alpha production of encephalitogenic T cells. In human myelin-specific CD4+ T cells, cell cycle arrest was induced, down-regulating the cyclin-dependent kinase 4. Interference with both T cell growth and effector function was mediated by blockade of the catalytic activities of the 20S/26S proteasome complex, resulting in intracellular accumulation of IkappaB-alpha and subsequent inhibition of NF-kappaB activation. Because its structure implicates additional antioxidative properties, EGCG was capable of protecting against neuronal injury in living brain tissue induced by N-methyl-D-aspartate or TRAIL and of directly blocking the formation of neurotoxic reactive oxygen species in neurons. Thus, a natural green tea constituent may open up a new therapeutic avenue for young disabled adults with inflammatory brain disease by combining, on one hand, anti-inflammatory and, on the other hand, neuroprotective capacities.",10.4049/jimmunol.173.9.5794,no,NA,IEB,1,NA,EAE,mouse,SJL,female,7,Epigallocatechin gallate,control,1,NA,"1,2",0.7,9,0.25,2,9,0.4,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mouse,Failed,NA
